id,cor_sentence
grm2208050054887,"해설지를 읽어보면, 대조되는 내용이나, 관계의 파악 나열들을 정리하라고 하셨는데, 머릿속에서 정리하라는 말인가요?"
grm2207180033603,나가요렇게 해서 정말 목표 대학 학과에 갈 수 있을까 고민했어요.
grm2208230076626,그 직선이 최대가 되는 것은 노란색 직선들 사이에서만 아닌가요?
grm2209190101592,일개 중간고사가 행시보다 시간 촉박함.
grm2208260089903,"선생님, 항상 친절한 답변 감사합니다."
grm2208010066656,"그리고 이것은 그림에서 하얀색 부분은 밝은 부분을, 파란색 부분은 어두운 부분을 말씀하시는 건가요?"
grm2207280028858,작년에 욕을 많이 먹어서 올해는 어떻게 될지 모르겠습니다.
grm2209090080512,진짜 분모 분자를 두고 풀어야 하는 것인가요?
grm2207210032759,제가 글을 너무 길게 써서 오류가 발생한 거였어요.
grm2210130098810,그냥 진지하게 돈에 대한 욕심에 대해서 말하더라고요.
grm2206140057220,조금 이르지만 선생님의 한국사 강의를 듣고 있어 질문을 올립니다.
grm2210140111363,비밀번호 엄마만 알고 계시는데 이건 괜찮을까요?
grm2209270105937,남학생도 없고 여학생들은 가정이 있다.
grm2208010080022,기울기 대소로 판단했는데 참이라고 나와요.
grm2207250031510,교대 진짜 가고 싶어요.
grm2206240020025,제가 교사가 되는 길의 중간 목표 중 하나인데 많이 배우고 가요.
grm2206280021004,공부하다가 너무 힘들 때 들어볼게요.
grm2207140020484,내신 준비를 어떻게 해야 할지 너무 막막해요!!
grm2207250011218,추천곡 다 들어주시는 것도 너무 대단하고 감사해요.
grm2207060033688,코로나 때문에 콘서트 또 없는 건 아니겠죠.
grm2207250001135,과학중점학교라 두 과목 네 개를 내신으로 봤고요.
grm2206160060771,배웠는데 왜 그리스 영토가 들어가 있지 않은 건지 모르겠어요.
grm2210050114740,공부하는 거 힘든 것보다 재수가 더 힘들어요.
grm2208030078318,이건 어떻게 계산할 수 있나요?
grm2206290033914,칼럼과 모의고사 제작에 깊은 감사 인사를 드립니다.
grm2209080086505,앞으로 해당 유형 문제를 풀 때는 각각 다 구해서 풀어야 하는 건지도 알고 싶어요!
grm2209190108576,여기서 수시하는 게 어려운 편인 건 맞는 것 같아요.
grm2210170108349,대학교는 학교와 사회 중에 어느 쪽이랑 더 가까운가요?
grm2208180067871,일의 부호는 방향이 아니라 하셨는데 헷갈려요.
grm2209130116909,"손가락 걸기는 좀 위험한 것 같고, 나머지 선지들은 좀 빠르게 판단하시는 것도 괜찮아요!"
grm2207070026993,혹시 선생님 수강생이신가 했더니 역시네요.
grm2207150021189,따라서 고려 말 조선 초의 사건을 볼 때 이 이미지를 기저에 깔고 생각하시면 되겠습니다.
grm2210200100153,내가 너한테 이렇게 말하면서 아직도 출근 안 하고 있어.
grm2207070014584,시험 기간에 들었던 공격력 상승 플레이리스트에 있어요.
grm2210180118017,친구들이 진지 체라고 별로 안 좋아하는데 감사합니다.
grm2207050036185,수학 커리큘럼 진도는 정확히 어떻게 나가셨나요?
grm2208080089016,사실 부정적 자아 형성이랑 법 위반에 대한 우호적 가치 자체를 헷갈리는 것 같기도 해요.
grm2207060039430,이미 작년에 올려 둔 것 있으니가 한번 찾아서 읽어보세요!
grm2210060115431,꾸준히 단어 외우시는 거 무조건 추천드립니다.
grm2206160044884,이 부분이 흐름을 잡아주는 문장인가요?
grm2210140099687,그 종목도 아침에만 미친 듯 오르다가 오후엔 급하게 식던데 우리도 아침에 다 팔아치워야 하나.
grm2209200104412,다른 사람들한테 공유하고 피드백 좀 받지 그래.
grm2207050015144,설마 같은 데서 하는 건 아니지?
grm2209010088036,그러면 도덕적 가치관 교육을 하는 건 일탈의 원인에 대한 해결책이 아니라 그냥 일탈 자체가 발생했을 때의 해결책인가요?
grm2209260114187,애초에 양쪽 다 잘못한 부분 있으면 양쪽 다 사과하면 되잖아요.
grm2207250010947,아니면 계속 끝까지 하던 방법으로 풀어나가야 하는 건가요?
grm2206210034820,나중에 성적이 올라도 수능은 결국 망치게 된다.
grm2210070104980,이거 필기시험 주관식도 있어요?
grm2209010091138,단어를 찾으면서 해도 복습에 도움이 될까요?
grm2210170108701,바꾸지 않고 한다면 어떻게 공부해야 할까요?
grm2210040112602,미분 그래프 그리기 너무 귀찮아요.
grm2206200034911,빠른 시일 내에 관련 칼럼 정리할게요.
grm2208220087922,문화적 목표의 의미가 개인적인 목표가 아니라 많은 사회 구성원들의 목표인가요.
grm2206300000445,"지금 다 과학적인 탐구를 해놓는 게 결국 자소서 거리, 고등학교 때 생기부 거리 다 만들어 놓는 거거든요."
grm2208080060155,곧 있으면 시험인데 선생님 덕분에 내용을 완전하게 잘 이해했어요.
grm2209200112553,나중에 아프리카 사바나 가서 동물 친구들 치료도 해보고 싶네요.
grm2207060036406,"반영비율이 좀 낮아졌다고 들었는데 그래도 문학은 주제, 줄거리 정도는 알아가야 할 것 같아요."
grm2209010071420,이어 어디 들어가는지 어떻게 아셨어요.
grm2206220020935,"조선시대 수학자에 대해 조사해 볼 수도 있고, 옛날에는 방정식을 어떻게 해결했는지 알아볼 수도 있고요."
grm2209290105611,일주일에 세 번 정도 푸는 게 좋나?
grm2208090051759,올해 공부하면서 같이 풀어도 괜찮은 지문들이겠죠..?
grm2208220045331,어떤 시어에서 아름다움을 느낀다는 정서를 확보한 것인가요?
grm2207250017778,낼 부턴 다시 중독 놀이 해봐야죠.
grm2206290015165,재수 하시면서 힘드셨던 게 저한테까지 전달되는 느낌이에요.
grm2208010063413,타 교재에 관련된 질문해서 죄송합니다.
grm2207070011742,"마지막 한 문장까지 반응하고 표상화하면서 읽으면, 문제에서의 시간이 압도적으로 단축돼요."
grm2208240067629,어째서 물체의 가속도가 일정한 건지 잘 모르겠습니다.
grm2208120070673,전자가 힘을 받고 움직이는데 왜 대각선으로 움직였죠?
grm2209130107537,현재 재수 중인 수험생인데요.
grm2209260111276,저는 반대로 통합사회가 정말 싫었어요.
grm2207190002485,내신 대비는 진짜 꼼꼼함이 답인 것 같아요.
grm2209290112091,트레스 때문에 생긴 걸 거라 크게 걱정은 안 하셔도 될 것 같다.
grm2207150035860,도움이 돼서 기분이 좋네요.
grm2208050043038,절댓값은 같은 양수를 더하는 것과 같으니까요.
grm2209190108868,기숙 환경이라는 게 반별 편차도 되게 심합니다.
grm2207110021811,쉬는 시간이라 시끄러워도 그냥 쭉 모의고사 풀었습니다!
grm2207190030901,댓글 매번 달아줘서 고마워요.
grm2206230012917,댓글 귀여움이 복사가 되는 곳인 것 같습니다.
grm2210070108459,기하적 관점으로 피타고라스와 직각 삼각형의 닮음으로 해결!
grm2206290033298,오늘도 주제 관련 제 경험에 대해 신변잡기로 이야기하는 가벼운 영상이라니까 가볍게 즐겨주길.
grm2208120060172,별로 중요하지는 않은가요?
grm2209230103458,코로나 끝나면 할 거 목록 정해두면서 버텨야겠어.
grm2210060108323,이분이 잘하셔서 통하는 거임.
grm2206130052789,해설을 보니까 태도와 반응에서 술자의 심리를 적어 놓으셨더라고요.
grm2207270033263,이번 영성은 교육방송 연계 교재 활용법을 담아보았습니다.
grm2209050093896,어떻게 찾는지 모르겠어요.
grm2208310042157,아래와 같이 보아 선지가 맞다고 판단할 수는 없나요?
grm2209160112804,공부 하기 싫음을 커버치는 사람들이 제일 한심했는데 그게 내가 될 줄은요.
grm2207190004119,"수학은 문제를 많이 푸는 게 좋긴 하지만, 무지성으로 문제만 푸는 건 저한테는 그리 좋지 않았어요."
grm2208100092454,마지막 문장의 구조를 잘 모르겠어요.
grm2210040113192,본인의 학교가 어떤 유형인지 아셔야 할 것 같아요.
grm2208290041250,답지 같은 건 기출 정도로 꼼꼼하게 봐야 할까요?
grm2209160111724,심심할 때 평가원 출제위원이 된다.
grm2206220030636,"금빛 호수, 슈베르트 축혼 행진곡 바그너 결혼 행진곡."
grm2207220030844,꼭 신촌에서 뵐 수 있게 열심히 노력할게요.
grm2210070108243,안 풀어봐서 모르겠네요.
grm2206240036323,해주신 말씀 항상 명심하겠습니다.
grm2208090084793,우선 강의가 정말 잘 듣고 있습니다.
grm2208300053303,함께한 한 시간이 절대로 옳았음을 증명하고 오겠습니다.
grm2209010086883,"하면, 이것은 자극 전파로 볼 수 없을까요?"
grm2206140093306,"질문의 체계는 비판적 사고에 있어 필수적인 호기심, 놀라움, 그리고 지적인 모험의 정신과 더 일치한다."
grm2207280030557,주제가 양자역학인데 어려운 단어는 없고요.
grm2206150042168,제 집으로 삼고 아양을 떨고 교태를 부리는 게 왜 감정이입인가요?
grm2208090089484,판단이 될 수 있는 것 아닌가요?
grm2209190111696,다른 것도 완강 해내기만 하면 되는데요.
grm2206280021606,필적 확인란 쓸 때 혹시 몰라서 최대한 거기서 나눠준 사인펜만 썼어요!
grm2209010084399,볼 수 있을지 헷갈립니다!
grm2208120088625,하셨는데 고등학교나 중학교 학생회도 포함인가요?
grm2206160067508,그리고 그렇다면 스펙트럼에서 선의 굵기가 의미하는 것은 무엇인가요?
grm2207110021262,마스터님들께 질문 많이 많이 올리도록 할게요.
grm2208240075250,이 문제를 다음과 같이 풀어도 되는지 궁금합니다!
grm2208180069076,"겨울 스웨터를 벗을 때 나는 소리, 정전기 방지 패드가 정전기 유도의 사례가 되는 것이 이해가 안 갑니다."
grm2209300109277,일일이 다 찾아서 유사성을 봐야 하는 이유가 뭔가요?
grm2208240086667,둘이 어떤 상관관계를 가지고 있는지 궁금합니다.
grm2209200108457,"그래서 원래 공대 진학하더라도 경영 복수 전공, 혹은 부전공이라도 해보고 싶었습니다."
grm2208180093149,첫 문장 내용이 이해가 잘 안 돼요.
grm2208080064489,이거를 자본주의가 발달하는 데 기여했다고...
grm2210070113857,원래 연세대 언니 좋아했는데 고려대 언니 좋아하게 생겨버렸어요.
grm2206130086404,청소년 문화도 세대 문화에 포함되는데 왜 따로 분류되어 있나요?
grm2207050013079,저도 매일 자기 전에 일기를 쓰는데요.
grm2207040024314,이런 칼럼 다 핸드폰으로 작성하시는 건가요?
grm2207250037089,수학도 선택과목이 있지만 공통 과목도 있잖아요?
grm2210130104777,낼 오르면 정리해버리던가 해야겠어.
grm2207200002600,과탐은 팔랑귀 줄이시고 우직하게 나가는 게 좋은 성과 있을 거예요.
grm2209270119459,서울대 생기부란 어떤 건 거요?
grm2209060082823,아니면 지배적 가치랑 문화적 목표는 다른 개념인데 제가 같다고...
grm2206160084235,밑에 선생님 강의에는 같다고...
grm2207280001199,선생님은 개념이란 말이 있던데 어떻게 생각하세요?
grm2207060023218,저는 요즘 날파리와 사투 중입니다.
grm2208260054510,듣고 복습하는 것만큼 익힘책 듣고 복습하는 것이 좋을까요?
grm2209050091845,아니면 이후에 더 추가되는 건가요?
grm2206140054146,통증과 의식은 정신 현상의 서로 다른 세부 항목이라고 저는 이해했습니다.
grm2207060031246,스스로 치대를 노리는 게 불가능하시면 어쩔 수 없씨 정시만 파셔야겠죠.
grm2208170076925,하셨는데 오류 없이 수정된 문제 다시 좀 주세요.
grm2209060090464,불후의 명랑 스피드 버전 언제 나오나요?
grm2209090075004,예습 범위를 다시 한번 확인하고 싶습니다.
grm2207260021760,개선하려고 노력은 하지만 어렵네요.
grm2208100051125,딴 기출문제집은 따로 사서 안 풀어도 되나요?
grm2209090068140,운동하는 관찰자가 측정하는 두 물체 사이의 거리는 정지한 관찰자가 측정하는 거리보다 짧은 것이 길이 수축인데 그러면 우주선에 타고 있는 운동하는 관찰자가 측정한 길이가 밖에서 정지한 관찰자가 측정하는 길이보다 짧아야 하는 것 아닌가요?
grm2210070106939,꽤 있는 걸로 알고 있습니다.
grm2206280000511,귀 막고 자기 할 말만 하는 사람은 고쳐 못씀.
grm2207250029344,그냥 꺼두고 저는 핸드폰은 없다고 살면 괜찮아요.
grm2208050058220,정확히 서유럽이랑 먼 차이가 있나요?
grm2206290003682,특별 수록된 내용들 심화 탐구해서 발표하는 형식으로 해왔어요.
grm2208300051705,이 둘은 서로 같은 것을 다르게 표현한 말인가요?
grm2208260079296,어떻게 단정할 수 있는 건가요?
grm2208020072979,아니면 지금 교재로 계속 써도 되나요?
grm2207140020414,파이팅 하시고 칼럼 잘 읽었습니다.
grm2208090086496,업무의 표준화 정도가 무슨 말인가요?
grm2209150113183,문제를 먼저 풀면서 내용 정리를 하고 남은 지문을 읽고 남은 문제를 푸는 방법 정도가 생각나네요.
